Scan Type,State/Territory,All Scans,Executive Order Number,Executive Order Year Enacted,Executive Order Summary,Executive Order Last Topic tag(s),Executive Order Last Updated,Executive Order Record URL,Bill Number,Legislative Session,Bill Title,Bill Summary,Bill Action tag(s) [multi],Bill Action tag(s) text,Bill Topic Tag(s) [multi],Bill Topic Tag(s) text,Bill Status,Bill Link,Bill Last Updated,Bill Record URL
Executive Order,Massachusetts,Executive Order 581 (2018),Executive Order 581 (2018),2018,"EO 581 (2018) by Gov. Charles Baker re: establishment of the Commission on Digital Innovation and Lifelong Learning to examine innovations related to the structure and content of higher education and training and recommend affordable, effective approaches to increase the education, skills, and employability of the people of Massachusetts throughout their lives, with a particular focus on how to meet such needs affordably, with high quality, using digital formats or models",education,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recplj9PTH0FN71QK,,,,,,,,,,,,
Executive Order,Massachusetts,Executive Order 581 (2018),Executive Order 581 (2018),2018,"EO 581 (2018) by Gov. Charles Baker re: establishment of the Commission on Digital Innovation and Lifelong Learning to examine innovations related to the structure and content of higher education and training and recommend affordable, effective approaches to increase the education, skills, and employability of the people of Massachusetts throughout their lives, with a particular focus on how to meet such needs affordably, with high quality, using digital formats or models",education,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recplj9PTH0FN71QK,,,,,,,,,,,,
Executive Order,Massachusetts,Executive Order 549 (2014),Executive Order 549 (2014),2014,"EO 549 (2014) by Gov. Deval Patrick re: achieving greater efficiency and cost-effectiveness by further coordinating and centralizing the management and operation of the Executive Department's information technology systems and improving the procurement and implementation of information technologies (rescinded, 2019)","administrative reorganization, information technology, procurement",9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recllKoOR1uqhDBWd,,,,,,,,,,,,
Legislation,Massachusetts,H 4932,,,,,,,H 4932,2020,General Commonwealth Government Financing,Finances the general governmental infrastructure of the commonwealth. Appropriates funds for an artificial intelligence system for email security in the town of Belmont.,regulate use - government,regulate use - government,artificial intelligence,artificial intelligence,Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:MA2019000H4932&ciq=ncsl&client_md=9fd3d5775cc0b711f583cbceb306f64d&mode=current_text,9/3/2025 12:31pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recd3GixK0fDC2W8k
Legislation,Massachusetts,H 4889,,,,,,,H 4889,2024,Technology Needs,"Provides for the future information technology needs of the commonwealth. Makes appropriations for costs associated with initiatives, projects and expenditures for preparation of plans and specifications, purchase, procurement, acquisition, licensing and implementation of AI and machine learning systems for the various state agencies and instrumentalities of the commonwealth. ","regulate use - government,appropriation","regulate use - government, appropriation",artificial intelligence,artificial intelligence,Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:MA2023000H4889&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:35pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/rec2p86KubpbZax62
Legislation,Massachusetts,H 4885,,,,,,,H 4885,2024,Firearm Laws ,Modernizes firearm laws; establishes the Violence Prevention Federal Reinvestment Trust Fund. Creates a special legislative commission to study and investigate emerging firearm technology. Directs the commission to investigate and study the risks associated with the use of a digital firearm manufacturing code for machine learning and AI.,"regulate use - government,regulate use - private sector,study","regulate use - government, regulate use - private sector, study","artificial intelligence,public safety,criminal/legal system","artificial intelligence, public safety, criminal/legal system",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:MA2023000H4885&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:35pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recYW1I8x3ZRMmJVm
Executive Order,Michigan,Executive Order 2021-2 (2021),Executive Order 2021-2 (2021),2021,EO 2021-2 (2021) by Gov. Gretchen Whitmer re: creation of the the Michigan High-Speed Internet Office,broadband,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recbBHCgEV50STFNk,,,,,,,,,,,,
Executive Order,Michigan,Executive Order 2018-2 (2018),Executive Order 2018-2 (2018),2018,EO 2018-2 (2018) by Gov. Rick Snyder re: creation of the Michigan Consortium of Advanced Networks to solidify a vision for a connected Michigan and to create a roadmap to guide the state's goal of ubiquitous broadband access,broadband,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recTUyjcZZm2MnUhs,,,,,,,,,,,,
Executive Order,Michigan,Executive Order 2021-2 (2021),Executive Order 2021-2 (2021),2021,EO 2021-2 (2021) by Gov. Gretchen Whitmer re: creation of the the Michigan High-Speed Internet Office,broadband,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recbBHCgEV50STFNk,,,,,,,,,,,,
Executive Order,Michigan,Executive Order 2018-2 (2018),Executive Order 2018-2 (2018),2018,"EO 2018-2 (2018) by Gov. Matthew Mead re: ensuring that
resident Wyoming technology businesses are given the opportunity to compete for state contracts by (among other things) preparing procurement opportunities, where feasible and within budget, of a manageable size so as to allow resident Wyoming technology businesses to bid on projects",procurement,9/3/2025 2:56pm,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recTSs20YZDjmmPBa,,,,,,,,,,,,
Executive Order,Michigan,Executive Order 2016-5 (2016),Executive Order 2016-5 (2016),2016,EO 2016-5 (2016) by Gov. Rick Snyder re: creation of the 21st Century Infrastructure Commission tasked with (among other things) developing methods for incorporating 21st century communications and technology with statewide infrastructure planning,"information technology, infrastructure",9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recb6AGTXpkPLO439,,,,,,,,,,,,
Executive Order,Michigan,Executive Order 2016-5 (2016),Executive Order 2016-5 (2016),2016,EO 2016-5 (2016) by Gov. Rick Snyder re: creation of the 21st Century Infrastructure Commission tasked with (among other things) developing methods for incorporating 21st century communications and technology with statewide infrastructure planning,"information technology, infrastructure",9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recb6AGTXpkPLO439,,,,,,,,,,,,
Executive Order,Michigan,Executive Order 2016-24 (2016),Executive Order 2016-24 (2016),2016,"EO 2016-24 (2016) by Gov. Rick Snyder re: implementation of the Enterprise Information Management Program to (among other things) establish a single internet sign-on for citizens and businesses to access all state account information, promote efficient data-sharing across agencies, and establish a centralized information sharing and analytics service center to promote and support enterprise technology programs","website/portal, information technology, data sharing",9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec187rk6h94QUo6j,,,,,,,,,,,,
Executive Order,Michigan,Executive Order 2016-24 (2016),Executive Order 2016-24 (2016),2016,"EO 2016-24 (2016) by Gov. Rick Snyder re: implementation of the Enterprise Information Management Program to (among other things) establish a single internet sign-on for citizens and businesses to access all state account information, promote efficient data-sharing across agencies, and establish a centralized information sharing and analytics service center to promote and support enterprise technology programs","website/portal, information technology, data sharing",9/3/2025 11:30am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec187rk6h94QUo6j,,,,,,,,,,,,
Executive Order,Michigan,Executive Order 2021-12 (2021),Executive Order 2021-12 (2021),2021,EO 2021-12 (2021) by Gov. Gretchen Whitmer re: connecting every Michigander to reliable high-speed internet,broadband,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec85ZxRq530RWGXI,,,,,,,,,,,,
Executive Order,Michigan,Executive Order 2021-12 (2021),Executive Order 2021-12 (2021),2021,EO 2021-12 (2021) by Gov. Gretchen Whitmer re: connecting every Michigander to reliable high-speed internet,broadband,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec85ZxRq530RWGXI,,,,,,,,,,,,
Legislation,Michigan,H 5143,,,,,,,H 5143,2023,Michigan Campaign Finance Act ,"Relates to the Michigan Campaign Finance Act; provides that artificial intelligence means a machine-based system that can, for a given set of human-defined objectives, make predictions, recommendations or decisions influencing real or virtual environments, and that uses machine and human-based inputs to perceive real and virtual environments, abstract such perceptions into models through analysis in an automated manner, and use model inference to formulate options for information or action. ",regulate use - government,regulate use - government,"artificial intelligence,voting/elections","artificial intelligence, voting/elections",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:MI2023000H5143&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:33pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recfEIBrFUk4FKT6V
Legislation,Michigan,H 5141,,,,,,,H 5141,2023,Campaign Practices ,"Provides that if a person, committee or other entity creates, originally publishes or originally distributes a qualified political advertisement, the qualified political advertisement must include, in a clear and conspicuous manner, a statement that meets specified requirements; provides that, if applicable, the advertisement must state that the qualified political advertisement was generated in whole or substantially by artificial intelligence. ",regulate use - government,regulate use - government,"artificial intelligence,voting/elections","artificial intelligence, voting/elections",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:MI2023000H5141&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,9/3/2025 12:33pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recaQfpyjtnuOFDvZ
Executive Order,Minnesota,Executive Order 19-10 (2019),Executive Order 19-10 (2019),2019,EO 19-10 (2019) by Gov. Tim Walz re: continuation of the Governor's Task Force on Broadband,broadband,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recPopNeexduYoOnX,,,,,,,,,,,,
Executive Order,Minnesota,Executive Order 19-02 (2019),Executive Order 19-02 (2019),2019,"EO 19-02 (2019) by Gov. Tim Walz re: establishment of the Governor's Blue Ribbon Council on Information Technology to (among other things) provide advice on how to update and maintain the State's IT systems to ensure that Minnesota residents and businesses who interact with the State receive the best possible service, including a Modernization Sub-Committee to provide advice related to the State's largest and most complex IT projects","information technology, technology modernization",9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec4xugymyT1VhTKn,,,,,,,,,,,,
Executive Order,Minnesota,Executive Order 22-20 (2022),Executive Order 22-20 (2022),2022,EO 22-20 (2022) by Gov. Tim Walz re: directive to state agencies to implement cybersecurity measures to protect critical infrastructure,cybersecurity,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recUVeK8898LwFpJa,,,,,,,,,,,,
Executive Order,Minnesota,Executive Order 19-10 (2019),Executive Order 19-10 (2019),2019,EO 19-10 (2019) by Gov. Tim Walz re: continuation of the Governor's Task Force on Broadband,broadband,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recPopNeexduYoOnX,,,,,,,,,,,,
Executive Order,Minnesota,Executive Order 19-02 (2019),Executive Order 19-02 (2019),2019,"EO 19-02 (2019) by Gov. Tim Walz re: establishment of the Governor's Blue Ribbon Council on Information Technology to (among other things) provide advice on how to update and maintain the State's IT systems to ensure that Minnesota residents and businesses who interact with the State receive the best possible service, including a Modernization Sub-Committee to provide advice related to the State's largest and most complex IT projects","information technology, technology modernization",9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/rec4xugymyT1VhTKn,,,,,,,,,,,,
Executive Order,Minnesota,Executive Order 22-20 (2022),Executive Order 22-20 (2022),2022,EO 22-20 (2022) by Gov. Tim Walz re: directive to state agencies to implement cybersecurity measures to protect critical infrastructure,cybersecurity,9/3/2025 11:29am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recUVeK8898LwFpJa,,,,,,,,,,,,
Legislation,Minnesota,S 2909,,,,,,,S 2909,2023,State Government ,"Relates to state government, provides law for judiciary, public safety, crime, sentencing, evidence, courts, law enforcement, firearms, controlled substances, corrections, clemency, expungement, rehabilitation and reinvestment, civil law, community supervision, supervised release, and human rights, provides for rulemaking, provides for reports, provides for criminal and civil penalties. ","regulate use - government,appropriation","regulate use - government, appropriation","artificial intelligence,criminal/legal system,emergency management,public safety","artificial intelligence, criminal/legal system, emergency management, public safety",Enacted,https://custom.statenet.com/public/resources.cgi?id=ID:bill:MN2023000S2909&ciq=ncsl&client_md=066bb0fef627bec4b27295e521a2f9b9&mode=current_text,9/3/2025 12:33pm,https://airtable.com/appo1YECtG1ULR8vU/shrhz4YBjRjvAS4hF/tbl2tL08FmzPrXgT2/recCUg95sOzikyQSt
Executive Order,Mississippi,Executive Order 1456 (2020),Executive Order 1456 (2020),2020,EO 1456 (2020) by Gov. Tate Reeves re: creation of the Task Force on State Cybersecurity evaluate and recommend improvements for how the state can better protect its information technology against cybercrime and other malicious cyber-enabled actions,cybersecurity,9/25/2025 6:26am,https://airtable.com/appo1YECtG1ULR8vU/shrEIsJmUwXgiGlIT/tblFh8L3QnynXlssD/recxdzbYJvPpDrnMu,,,,,,,,,,,,
